page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
  98  1013 image     186   154  icc     3   8  jpeg   no      2313  0   200   200 4596B 5.3%
  98  1014 image     184   145  icc     3   8  jpeg   no      2315  0   200   200 4502B 5.6%
  98  1015 image     163   130  icc     3   8  jpeg   no      2295  0   201   201 4296B 6.8%
  98  1016 image     163   148  icc     3   8  jpeg   no      2299  0   201   200 6372B 8.8%
  98  1017 smask     163   148  gray    1   8  jpeg   no      2299  0   201   200 2136B 8.9%
  99  1018 image     200   107  icc     3   8  jpeg   no      2320  0   200   201 3434B 5.3%
  99  1019 image     125   298  icc     3   8  jpeg   no      2322  0   201   200 6640B 5.9%
  99  1020 image     200   142  icc     3   8  jpeg   no      2324  0   201   201 4394B 5.2%
  99  1021 image     207   103  icc     3   8  jpeg   no      2328  0   200   201 5138B 8.0%
  99  1022 smask     207   103  gray    1   8  jpeg   no      2328  0   200   201 2492B  12%
  99  1023 image     207   101  icc     3   8  jpeg   no      2332  0   200   200 4287B 6.8%
  99  1024 smask     207   101  gray    1   8  jpeg   no      2332  0   200   200 2262B  11%
  99  1025 image     212    91  icc     3   8  jpeg   no      2334  0   200   200 5707B 9.9%
  99  1026 smask     212    91  gray    1   8  jpeg   no      2334  0   200   200 2580B  13%
  99  1027 image     180   123  icc     3   8  jpeg   no      2338  0   201   201 6351B 9.6%
  99  1028 smask     180   123  gray    1   8  jpeg   no      2338  0   201   201 1490B 6.7%
  99  1029 image     165   127  icc     3   8  jpeg   no      2340  0   201   201 4437B 7.1%
  99  1030 image     231   112  icc     3   8  jpeg   no      2342  0   200   201 5710B 7.4%
  99  1031 smask     231   112  gray    1   8  jpeg   no      2342  0   200   201 2663B  10%
  99  1032 image     193   115  icc     3   8  jpeg   no      2344  0   200   201 4433B 6.7%
 100  1033 image     220    98  icc     3   8  jpeg   no      2351  0   200   200 5635B 8.7%
 100  1034 smask     220    98  gray    1   8  jpeg   no      2351  0   200   200 2551B  12%
 100  1035 image     178   147  icc     3   8  jpeg   no      2353  0   201   201 5167B 6.6%
 100  1036 image     137   135  icc     3   8  jpeg   no      2355  0   200   201 6406B  12%
 100  1037 image     224    77  icc     3   8  jpeg   no      2357  0   200   200 4178B 8.1%
 100  1038 image     137   135  icc     3   8  jpeg   no      2355  0   200   201 6406B  12%
 100  1039 image     144   120  icc     3   8  jpeg   no      2359  0   200   201 6853B  13%
 100  1040 image     119   114  icc     3   8  jpeg   no      2361  0   201   200 3990B 9.8%
 100  1041 image     180   125  icc     3   8  jpeg   no      2363  0   201   201 4803B 7.1%
 100  1042 image     211   140  icc     3   8  jpeg   no      2365  0   201   200 4217B 4.8%
 100  1043 image     182   106  icc     3   8  jpeg   no      2367  0   200   201 4523B 7.8%
 100  1044 image     186   162  icc     3   8  jpeg   no      2369  0   201   201 6274B 6.9%
 101  1045 image     194   106  icc     3   8  jpeg   no      2374  0   201   201 4347B 7.0%
 101  1046 smask     194   106  gray    1   8  jpeg   no      2374  0   201   201 2217B  11%
 101  1047 image     194   106  icc     3   8  jpeg   no      2376  0   201   201 4139B 6.7%
 101  1048 smask     194   106  gray    1   8  jpeg   no      2376  0   201   201 2215B  11%
 101  1049 image      92   177  icc     3   8  jpeg   no      2378  0   201   200 3414B 7.0%
 101  1050 image     182   129  icc     3   8  jpeg   no      2380  0   200   200 6411B 9.1%
 101  1051 image     145   125  icc     3   8  jpeg   no      2382  0   201   200 6368B  12%
 101  1052 image      94   150  icc     3   8  jpeg   no      2384  0   201   201 3853B 9.1%
 101  1053 image     144   158  icc     3   8  jpeg   no      2386  0   201   201 4355B 6.4%
 101  1054 image     131   170  icc     3   8  jpeg   no      2388  0   201   201 3949B 5.9%
 101  1055 image     213   159  icc     3   8  jpeg   no      2392  0   200   200 5477B 5.4%
 101  1056 smask     213   159  gray    1   8  jpeg   no      2392  0   200   200 2199B 6.5%
 101  1057 image     213   157  icc     3   8  jpeg   no      2396  0   200   200 5731B 5.7%
 101  1058 smask     213   157  gray    1   8  jpeg   no      2396  0   200   200 2106B 6.3%
 102  1059 image     107   170  icc     3   8  jpeg   no      2401  0   202   201 4346B 8.0%
 102  1060 image     220    86  icc     3   8  jpeg   no      2405  0   200   202 5680B  10%
 102  1061 smask     220    86  gray    1   8  jpeg   no      2405  0   200   202 2121B  11%
 102  1062 image     191    85  icc     3   8  jpeg   no      2409  0   201   201 5077B  10%
 102  1063 smask     191    85  gray    1   8  jpeg   no      2409  0   201   201 1882B  12%
 102  1064 image     196   103  icc     3   8  jpeg   no      2413  0   200   202 5424B 9.0%
 102  1065 smask     196   103  gray    1   8  jpeg   no      2413  0   200   202 2068B  10%
 102  1066 image      99   157  icc     3   8  jpeg   no      4131  0   201   201 3567B 7.6%
 102  1067 image     112   138  icc     3   8  jpeg   no      2415  0   202   201 3420B 7.4%
 102  1068 image     122   137  icc     3   8  jpeg   no      2417  0   201   200 4085B 8.1%
 102  1069 image      87   160  icc     3   8  jpeg   no      2419  0   202   200 3515B 8.4%
 102  1070 image     121   152  icc     3   8  jpeg   no      2421  0   200   201 6680B  12%
 102  1071 image     170   117  icc     3   8  jpeg   no      2423  0   201   200 5471B 9.2%
 103  1072 image     222    87  icc     3   8  jpeg   no      2428  0   200   200 2610B 4.5%
 103  1073 image     172   172  icc     3   8  jpeg   no      2432  0   201   201 2397B 2.7%
 103  1074 smask     172   172  gray    1   8  jpeg   no      2432  0   201   201  592B 2.0%
 103  1075 image     168   130  icc     3   8  jpeg   no      2436  0   200   201 4209B 6.4%
 103  1076 smask     168   130  gray    1   8  jpeg   no      2436  0   200   201 2395B  11%
 103  1077 image      64   153  icc     3   8  jpeg   no      2438  0   202   200 1951B 6.6%
 103  1078 image     161   136  icc     3   8  jpeg   no      2440  0   200   200 4044B 6.2%
 103  1079 image     162   140  icc     3   8  jpeg   no      2442  0   201   201 5518B 8.1%
 103  1080 image     212   306  icc     3   8  jpeg   no      2446  0   200   200 4039B 2.1%
 103  1081 smask     212   306  gray    1   8  jpeg   no      2446  0   200   200 2628B 4.1%
 103  1082 image     205   125  icc     3   8  jpeg   no      2450  0   201   201 4957B 6.4%
 103  1083 smask     205   125  gray    1   8  jpeg   no      2450  0   201   201 1998B 7.8%
 103  1084 image     209   112  icc     3   8  jpeg   no      2452  0   201   201 6205B 8.8%
 103  1085 image     179   104  icc     3   8  jpeg   no      2456  0   201   200 4971B 8.9%
 103  1086 smask     179   104  gray    1   8  jpeg   no      2456  0   201   200 2017B  11%
 104  1087 image     188   110  icc     3   8  jpeg   no      2461  0   201   202 4197B 6.8%
 104  1088 image     170    84  icc     3   8  jpeg   no      2463  0   201   201 3115B 7.3%
 104  1089 image     200   123  icc     3   8  jpeg   no      2465  0   200   201 3473B 4.7%
 104  1090 image     191   104  icc     3   8  jpeg   no      2469  0   200   200 6381B  11%
 104  1091 smask     191   104  gray    1   8  jpeg   no      2469  0   200   200 2559B  13%
 104  1092 image     183   106  icc     3   8  jpeg   no      2471  0   201   201 5738B 9.9%
 104  1093 image     191   109  icc     3   8  jpeg   no      2475  0   200   201 6408B  10%
 104  1094 smask     191   109  gray    1   8  jpeg   no      2475  0   200   201 2711B  13%
 104  1095 image     210   116  icc     3   8  jpeg   no      2479  0   201   200 5809B 7.9%
 104  1096 smask     210   116  gray    1   8  jpeg   no      2479  0   201   200 2470B  10%
 104  1097 image     210   107  icc     3   8  jpeg   no      2483  0   201   201 4822B 7.2%
 104  1098 smask     210   107  gray    1   8  jpeg   no      2483  0   201   201 2363B  11%
 104  1099 image     170   156  icc     3   8  jpeg   no      2485  0   201   201 5406B 6.8%
 104  1100 image     193   155  icc     3   8  jpeg   no      2489  0   201   201 5612B 6.3%
 104  1101 smask     193   155  gray    1   8  jpeg   no      2489  0   201   201 2471B 8.3%
 105  1102 image      89   133  icc     3   8  jpeg   no      2494  0   201   200 3756B  11%
 105  1103 image     168   180  icc     3   8  jpeg   no      2498  0   200   201 5582B 6.2%
 105  1104 smask     168   180  gray    1   8  jpeg   no      2498  0   200   201 2420B 8.0%
 105  1105 image     149   149  icc     3   8  jpeg   no      2500  0   201   200 5012B 7.5%
 105  1106 image     169   121  icc     3   8  jpeg   no      2502  0   201   201 5287B 8.6%
 105  1107 image     201   190  icc     3   8  jpeg   no      2504  0   200   200 5239B 4.6%
 105  1108 image     108   164  icc     3   8  jpeg   no      2506  0   202   201 4610B 8.7%
 105  1109 image     114   174  icc     3   8  jpeg   no      2508  0   201   201 4180B 7.0%
 105  1110 image     230    69  icc     3   8  jpeg   no      2510  0   201   202 2444B 5.1%
 105  1111 image     102   165  icc     3   8  jpeg   no      2512  0   200   201 2588B 5.1%
 106  1112 image     218    66  icc     3   8  jpeg   no      2517  0   200   203 2709B 6.3%
 106  1113 image     176   130  icc     3   8  jpeg   no      2519  0   200   201 3506B 5.1%
 106  1114 image     206    58  icc     3   8  jpeg   no      2525  0   200   202 2799B 7.8%
 106  1115 image     146    85  icc     3   8  jpeg   no      2527  0   201   202 3142B 8.4%
 106  1116 image     139   113  icc     3   8  jpeg   no      2529  0   201   200 3400B 7.2%
 106  1117 image     186    95  icc     3   8  jpeg   no      2531  0   201   200 2982B 5.6%
 106  1118 image     217    95  icc     3   8  jpeg   no      2533  0   201   201 3052B 4.9%
 106  1119 image     144   146  icc     3   8  jpeg   no      2535  0   201   201 4705B 7.5%
 106  1120 image     186    91  icc     3   8  jpeg   no      2537  0   200   202 3773B 7.4%
 106  1121 image     187   117  icc     3   8  jpeg   no      2539  0   201   201 3565B 5.4%
 106  1122 image     157    84  icc     3   8  jpeg   no      2521  0   201   200 3892B 9.8%
 106  1123 image     141    96  icc     3   8  jpeg   no      2523  0   200   201 4188B  10%
 107  1124 image     184   177  icc     3   8  jpeg   no      2544  0   200   201 4014B 4.1%
 107  1125 image     173   124  icc     3   8  jpeg   no      2546  0   201   201 3862B 6.0%
 107  1126 image     194   109  icc     3   8  jpeg   no      2556  0   201   200 3659B 5.8%
 107  1127 image     221   156  icc     3   8  jpeg   no      2560  0   200   200 4252B 4.1%
 107  1128 smask     221   156  gray    1   8  jpeg   no      2560  0   200   200 2253B 6.5%
 107  1129 image     222   139  icc     3   8  jpeg   no      2564  0   200   201 3893B 4.2%
 107  1130 smask     222   139  gray    1   8  jpeg   no      2564  0   200   201 2212B 7.2%
 107  1131 image     169   132  icc     3   8  jpeg   no      2566  0   201   201 4508B 6.7%
 107  1132 image     120   171  icc     3   8  jpeg   no      2568  0   201   201 3936B 6.4%
 107  1133 image     113   114  icc     3   8  jpeg   no      2570  0   200   201 3396B 8.8%
 107  1134 image     132   104  icc     3   8  jpeg   no      2572  0   200   201 3112B 7.6%
 107  1135 image     135    76  icc     3   8  jpeg   no      2574  0   201   202 3240B  11%
 107  1136 image     117   137  icc     3   8  jpeg   no      2550  0   201   200 3679B 7.7%
 107  1137 smask     117   137  gray    1   8  jpeg   no      2550  0   201   200 1795B  11%
 107  1138 image     189    95  icc     3   8  jpeg   no      2552  0   200   201 3266B 6.1%
 107  1139 image     203   101  icc     3   8  jpeg   no      2554  0   200   202 2909B 4.7%
 108  1140 image     107   164  icc     3   8  jpeg   no      2579  0   200   201 3285B 6.2%
 108  1141 image     103   117  icc     3   8  jpeg   no      2581  0   201   200 3012B 8.3%
 108  1142 image      93   144  icc     3   8  jpeg   no      2595  0   201   201 2877B 7.2%
 108  1143 image      98   141  icc     3   8  jpeg   no      2597  0   201   201 3905B 9.4%
 108  1144 image     146   146  icc     3   8  jpeg   no      2601  0   200   201 5388B 8.4%
 108  1145 smask     146   146  gray    1   8  jpeg   no      2601  0   200   201 2009B 9.4%
 108  1146 image     128    93  icc     3   8  jpeg   no      2603  0   200   202 3033B 8.5%
 108  1147 image      86   119  icc     3   8  jpeg   no      2605  0   202   200 3116B  10%
 108  1148 image     156   152  icc     3   8  jpeg   no      2607  0   200   200 3266B 4.6%
 108  1149 image     135   117  icc     3   8  jpeg   no      2609  0   201   202 3492B 7.4%
 108  1150 image     153   154  icc     3   8  jpeg   no      2613  0   201   201 5098B 7.2%
 108  1151 smask     153   154  gray    1   8  jpeg   no      2613  0   201   201 2158B 9.2%
 108  1152 image      86   125  icc     3   8  jpeg   no      2583  0   201   200 2996B 9.3%
 108  1153 image      99   145  icc     3   8  jpeg   no      2585  0   201   200 3943B 9.2%
 108  1154 image     113   105  icc     3   8  jpeg   no      2587  0   201   202 2663B 7.5%
 108  1155 image      77   126  icc     3   8  jpeg   no      2589  0   202   201 2735B 9.4%
 108  1156 image     135   102  icc     3   8  jpeg   no      2593  0   200   201 3683B 8.9%
 108  1157 smask     135   102  gray    1   8  jpeg   no      2593  0   200   201 1843B  13%
 109  1158 image     125   149  icc     3   8  jpeg   no      2620  0   201   201 3294B 5.9%
 109  1159 smask     125   149  gray    1   8  jpeg   no      2620  0   201   201 1953B  10%
 109  1160 image     122   111  icc     3   8  jpeg   no      2624  0   201   200 3329B 8.2%
 109  1161 smask     122   111  gray    1   8  jpeg   no      2624  0   201   200 1889B  14%
 109  1162 image     104   150  icc     3   8  jpeg   no      2632  0   200   200 3529B 7.5%
 109  1163 smask     104   150  gray    1   8  jpeg   no      2632  0   200   200 1532B 9.8%
 109  1164 image     102   154  icc     3   8  jpeg   no      2636  0   200   201 3678B 7.8%
 109  1165 smask     102   154  gray    1   8  jpeg   no      2636  0   200   201 1649B  10%
 109  1166 image     164   107  icc     3   8  jpeg   no      2640  0   200   201 3907B 7.4%
 109  1167 smask     164   107  gray    1   8  jpeg   no      2640  0   200   201 1883B  11%
 109  1168 image     159   181  icc     3   8  jpeg   no      2644  0   201   200 4093B 4.7%
 109  1169 smask     159   181  gray    1   8  jpeg   no      2644  0   201   200 2335B 8.1%
 109  1170 image     124   121  icc     3   8  jpeg   no      2648  0   200   202 3517B 7.8%
 109  1171 smask     124   121  gray    1   8  jpeg   no      2648  0   200   202 1759B  12%
 109  1172 image     131   150  icc     3   8  jpeg   no      2652  0   201   201 3879B 6.6%
 109  1173 smask     131   150  gray    1   8  jpeg   no      2652  0   201   201 1671B 8.5%
 109  1174 image     106   179  icc     3   8  jpeg   no      2656  0   201   200 3787B 6.7%
 109  1175 smask     106   179  gray    1   8  jpeg   no      2656  0   201   200 1698B 8.9%
 109  1176 image     188   114  icc     3   8  jpeg   no      2660  0   200   201 6041B 9.4%
 109  1177 smask     188   114  gray    1   8  jpeg   no      2660  0   200   201 2596B  12%
 109  1178 image     175   109  icc     3   8  jpeg   no      2628  0   200   201 4029B 7.0%
 109  1179 smask     175   109  gray    1   8  jpeg   no      2628  0   200   201 2186B  11%
 110  1180 image     225    59  icc     3   8  jpeg   no      2665  0   201   201 3302B 8.3%
 110  1181 image     223    70  icc     3   8  jpeg   no      2667  0   201   201 2654B 5.7%
 110  1182 image     228    82  icc     3   8  jpeg   no      2669  0   201   202 4111B 7.3%
 110  1183 image     231   112  icc     3   8  jpeg   no      2671  0   200   201 4754B 6.1%
 110  1184 smask     231   112  gray    1   8  jpeg   no      2671  0   200   201 2661B  10%
 110  1185 image     176    84  icc     3   8  jpeg   no      2673  0   201   201 3607B 8.1%
 110  1186 image     198    85  icc     3   8  jpeg   no      2677  0   200   201 4722B 9.4%
 110  1187 smask     198    85  gray    1   8  jpeg   no      2677  0   200   201 2413B  14%
 110  1188 image     119   117  icc     3   8  jpeg   no      2679  0   201   201 4875B  12%
 110  1189 image     212    94  icc     3   8  jpeg   no      2681  0   201   201 3464B 5.8%
 110  1190 image     119   117  icc     3   8  jpeg   no      2679  0   201   201 4875B  12%
 110  1191 image     138   103  icc     3   8  jpeg   no      2683  0   200   202 5439B  13%
 110  1192 image     176    88  icc     3   8  jpeg   no      2685  0   201   201 3996B 8.6%
 111  1193 image     125   114  icc     3   8  jpeg   no      2690  0   200   200 3746B 8.8%
 111  1194 image     155   111  icc     3   8  jpeg   no      2692  0   201   202 4598B 8.9%
 111  1195 image     194    96  icc     3   8  jpeg   no      2694  0   201   201 3894B 7.0%
 111  1196 smask     194    96  gray    1   8  jpeg   no      2694  0   201   201 2116B  11%
 111  1197 image     194   106  icc     3   8  jpeg   no      2696  0   201   201 3905B 6.3%
 111  1198 smask     194   106  gray    1   8  jpeg   no      2696  0   201   201 2215B  11%
 111  1199 image      95   188  icc     3   8  jpeg   no      2698  0   201   201 3521B 6.6%
 111  1200 image     169   135  icc     3   8  jpeg   no      2700  0   201   201 5089B 7.4%
 111  1201 image     124   107  icc     3   8  jpeg   no      2702  0   201   202 4513B  11%
 111  1202 image     227   154  icc     3   8  jpeg   no      2704  0   200   201 5153B 4.9%
 111  1203 image     137   175  icc     3   8  jpeg   no      2706  0   201   200 5058B 7.0%
 111  1204 image      86   171  icc     3   8  jpeg   no      2708  0   202   200 3480B 7.9%
 112  1205 image      93   175  icc     3   8  jpeg   no      2713  0   202   200 3326B 6.8%
 112  1206 image      99   165  icc     3   8  jpeg   no      2715  0   200   201 3741B 7.6%
 112  1207 image     211    82  icc     3   8  jpeg   no      2719  0   201   201 4643B 8.9%
 112  1208 smask     211    82  gray    1   8  jpeg   no      2719  0   201   201 2068B  12%
 112  1209 image     185    85  icc     3   8  jpeg   no      2723  0   201   201 4404B 9.3%
 112  1210 smask     185    85  gray    1   8  jpeg   no      2723  0   201   201 1870B  12%
 112  1211 image     175    86  icc     3   8  jpeg   no      2727  0   200   200 4316B 9.6%
 112  1212 smask     175    86  gray    1   8  jpeg   no      2727  0   200   200 1769B  12%
 112  1213 image     104   151  icc     3   8  jpeg   no      2729  0   201   201 3156B 6.7%
 112  1214 image     104   161  icc     3   8  jpeg   no      2731  0   202   200 3449B 6.9%
 112  1215 image     200    87  icc     3   8  jpeg   no      2733  0   200   200 2632B 5.0%
 112  1216 image      76   175  icc     3   8  jpeg   no      2735  0   202   201 2312B 5.8%
 112  1217 image     200   115  icc     3   8  jpeg   no      2737  0   201   201 2873B 4.2%
 113  1218 image     175   152  icc     3   8  jpeg   no      2742  0   201   200 4382B 5.5%
 113  1219 image      75   201  icc     3   8  jpeg   no      2744  0   201   201 2068B 4.6%
 113  1220 image     178   138  icc     3   8  jpeg   no      2746  0   201   200 3861B 5.2%
 113  1221 image     209   116  icc     3   8  jpeg   no      2748  0   201   201 5786B 8.0%
 113  1222 image     118   141  icc     3   8  jpeg   no      2750  0   200   201 4077B 8.2%
 113  1223 image     195   126  icc     3   8  jpeg   no      2752  0   201   201 3894B 5.3%
 113  1224 image     195   111  icc     3   8  jpeg   no      2754  0   201   202 3144B 4.8%
 113  1225 image     177   120  icc     3   8  jpeg   no      2756  0   200   202 4182B 6.6%
 113  1226 image     192   124  icc     3   8  jpeg   no      2758  0   201   200 3475B 4.9%
 113  1227 image     198   130  icc     3   8  jpeg   no      2760  0   200   201 4647B 6.0%
 114  1228 image     133   119  icc     3   8  jpeg   no      2765  0   201   201 3174B 6.7%
 114  1229 image     170   156  icc     3   8  jpeg   no      2767  0   201   201 4753B 6.0%
 114  1230 image     105   151  icc     3   8  jpeg   no      2769  0   201   200 5449B  11%
 114  1231 image     172   129  icc     3   8  jpeg   no      2771  0   200   200 4242B 6.4%
 114  1232 image      87   152  icc     3   8  jpeg   no      2773  0   200   201 2490B 6.3%
 114  1233 image      94   154  icc     3   8  jpeg   no      2775  0   200   201 2686B 6.2%
 114  1234 image     206   127  icc     3   8  jpeg   no      2777  0   201   201 4466B 5.7%
 114  1235 image      99   182  icc     3   8  jpeg   no      2779  0   201   201 4042B 7.5%
 115  1236 image     204    70  icc     3   8  jpeg   no      2784  0   200   200 2306B 5.4%
 115  1237 image     100   178  icc     3   8  jpeg   no      2786  0   201   200 2755B 5.2%
 115  1238 image     195    76  icc     3   8  jpeg   no      2788  0   201   202 2341B 5.3%
 115  1239 image     117   118  icc     3   8  jpeg   no      2790  0   200   201 2705B 6.5%
 115  1240 image     195   104  icc     3   8  jpeg   no      2792  0   201   200 2551B 4.2%
 115  1241 image     182    91  icc     3   8  jpeg   no      2794  0   200   200 3767B 7.6%
 115  1242 image     195   118  icc     3   8  jpeg   no      2796  0   201   202 3404B 4.9%
 116  1243 image     177   171  icc     3   8  jpeg   no      2801  0   200   201 3880B 4.3%
 116  1244 image     174   119  icc     3   8  jpeg   no      2803  0   200   201 4268B 6.9%
 116  1245 image     179   169  icc     3   8  jpeg   no      2805  0   201   201 4129B 4.5%
 116  1246 image     155   127  icc     3   8  jpeg   no      2807  0   200   200 3879B 6.6%
 116  1247 image     205   115  icc     3   8  jpeg   no      2809  0   201   202 4015B 5.7%
 116  1248 image     211   156  icc     3   8  jpeg   no      2811  0   200   201 3355B 3.4%
 116  1249 image     222   156  icc     3   8  jpeg   no      2813  0   200   200 3946B 3.8%
 116  1250 image     187   150  icc     3   8  jpeg   no      2815  0   200   200 4883B 5.8%
 116  1251 image     137   169  icc     3   8  jpeg   no      2817  0   200   201 3867B 5.6%
 116  1252 image     163   108  icc     3   8  jpeg   no      2819  0   201   201 3897B 7.4%
 116  1253 image     151    98  icc     3   8  jpeg   no      4134  0   201   201 5195B  12%
 116  1254 smask     151    98  gray    1   8  jpeg   no      4134  0   201   201 2859B  19%
 117  1255 image     113   137  icc     3   8  jpeg   no      2824  0   201   201 3012B 6.5%
 117  1256 image     131    97  icc     3   8  jpeg   no      2826  0   201   202 3235B 8.5%
 117  1257 image     154   103  icc     3   8  jpeg   no      2838  0   201   201 3493B 7.3%
 117  1258 image     151    98  icc     3   8  jpeg   no      4134  0   201   201 5195B  12%
 117  1259 smask     151    98  gray    1   8  jpeg   no      4134  0   201   201 2859B  19%
 117  1260 image     118   162  icc     3   8  jpeg   no      4138  0   202   201 4081B 7.1%
 117  1261 image     188   109  icc     3   8  jpeg   no      2840  0   200   201 3826B 6.2%
 117  1262 image     190    95  icc     3   8  jpeg   no      2842  0   201   201 2943B 5.4%
 117  1263 image      98   156  icc     3   8  jpeg   no      2844  0   201   201 3121B 6.8%
 117  1264 image     100   110  icc     3   8  jpeg   no      2846  0   202   201 2777B 8.4%
 117  1265 image     117   137  icc     3   8  jpeg   no      2848  0   201   201 3597B 7.5%
 117  1266 image     178   100  icc     3   8  jpeg   no      2828  0   200   200 3985B 7.5%
 117  1267 image     148   101  icc     3   8  jpeg   no      2832  0   200   202 5224B  12%
 117  1268 smask     148   101  gray    1   8  jpeg   no      2832  0   200   202 2842B  19%
 117  1269 image      80   145  icc     3   8  jpeg   no      2834  0   200   201 2923B 8.4%
 117  1270 image      71   132  icc     3   8  jpeg   no      2836  0   201   201 3811B  14%
 118  1271 image     182   115  icc     3   8  jpeg   no      2853  0   200   201 3952B 6.3%
 118  1272 image     197   109  icc     3   8  jpeg   no      2855  0   201   201 3353B 5.2%
 118  1273 image     163   148  icc     3   8  jpeg   no      2867  0   201   201 3895B 5.4%
 118  1274 image     172   131  icc     3   8  jpeg   no      2869  0   201   201 4487B 6.6%
 118  1275 image     146   139  icc     3   8  jpeg   no      2873  0   200   201 5430B 8.9%
 118  1276 smask     146   139  gray    1   8  jpeg   no      2873  0   200   201 1924B 9.5%
 118  1277 image     123   101  icc     3   8  jpeg   no      2875  0   201   202 3302B 8.9%
 118  1278 image     130    86  icc     3   8  jpeg   no      2879  0   200   201 4334B  13%
 118  1279 smask     130    86  gray    1   8  jpeg   no      2879  0   200   201 2597B  23%
 118  1280 image     101   145  icc     3   8  jpeg   no      2881  0   201   201 3464B 7.9%
 118  1281 image      82   136  icc     3   8  jpeg   no      2883  0   202   201 4160B  12%
 118  1282 image     110   168  icc     3   8  jpeg   no      2885  0   200   201 3509B 6.3%
 118  1283 image     106   126  icc     3   8  jpeg   no      2857  0   201   201 3473B 8.7%
 118  1284 image     153   154  icc     3   8  jpeg   no      2859  0   201   201 5902B 8.3%
 118  1285 image     142   114  icc     3   8  jpeg   no      2861  0   201   202 3969B 8.2%
 118  1286 image     150    98  icc     3   8  jpeg   no      2865  0   201   202 5143B  12%
 118  1287 smask     150    98  gray    1   8  jpeg   no      2865  0   201   202 2847B  19%
 119  1288 image      98   151  icc     3   8  jpeg   no      2890  0   202   201 3068B 6.9%
 119  1289 image      78   141  icc     3   8  jpeg   no      2892  0   202   201 4214B  13%
 119  1290 image     135   102  icc     3   8  jpeg   no      2912  0   200   201 4535B  11%
 119  1291 smask     135   102  gray    1   8  jpeg   no      2912  0   200   201 2053B  15%
 119  1292 image     125   149  icc     3   8  jpeg   no      2916  0   201   201 3711B 6.6%
 119  1293 smask     125   149  gray    1   8  jpeg   no      2916  0   201   201 2086B  11%
 119  1294 image     122   111  icc     3   8  jpeg   no      2920  0   201   200 3483B 8.6%
 119  1295 smask     122   111  gray    1   8  jpeg   no      2920  0   201   200 1820B  13%
 119  1296 image     104   150  icc     3   8  jpeg   no      2924  0   200   200 4230B 9.0%
 119  1297 smask     104   150  gray    1   8  jpeg   no      2924  0   200   200 1678B  11%
 119  1298 image      98   146  icc     3   8  jpeg   no      2928  0   202   200 4043B 9.4%
 119  1299 smask      98   146  gray    1   8  jpeg   no      2928  0   202   200 1707B  12%
 119  1300 image     164   107  icc     3   8  jpeg   no      2932  0   200   201 4177B 7.9%
 119  1301 smask     164   107  gray    1   8  jpeg   no      2932  0   200   201 1923B  11%
 119  1302 image     159   181  icc     3   8  jpeg   no      2936  0   201   200 5050B 5.8%
 119  1303 smask     159   181  gray    1   8  jpeg   no      2936  0   201   200 2303B 8.0%
 119  1304 image     124   121  icc     3   8  jpeg   no      2940  0   200   202 4131B 9.2%
 119  1305 smask     124   121  gray    1   8  jpeg   no      2940  0   200   202 1787B  12%
 119  1306 image     131   150  icc     3   8  jpeg   no      2896  0   201   201 5380B 9.1%
 119  1307 smask     131   150  gray    1   8  jpeg   no      2896  0   201   201 1810B 9.2%
 119  1308 image     106   174  icc     3   8  jpeg   no      2900  0   201   200 4305B 7.8%
 119  1309 smask     106   174  gray    1   8  jpeg   no      2900  0   201   200 1843B  10%
 119  1310 image     188   114  icc     3   8  jpeg   no      2904  0   200   201 6182B 9.6%
 119  1311 smask     188   114  gray    1   8  jpeg   no      2904  0   200   201 2355B  11%
 119  1312 image     175   109  icc     3   8  jpeg   no      2908  0   200   201 4850B 8.5%
 119  1313 smask     175   109  gray    1   8  jpeg   no      2908  0   200   201 1960B  10%
 120  1314 image     121   162  icc     3   8  jpeg   no      2945  0   200   200 3301B 5.6%
 120  1315 image      76   126  icc     3   8  jpeg   no      2947  0   202   200 2771B 9.6%
 120  1316 image     102   137  icc     3   8  jpeg   no      2953  0   201   201 3004B 7.2%
 120  1317 image     111   142  icc     3   8  jpeg   no      2957  0   200   200 4744B  10%
 120  1318 smask     111   142  gray    1   8  jpeg   no      2957  0   200   200 1955B  12%
 120  1319 image     116   124  icc     3   8  jpeg   no      2959  0   201   201 3500B 8.1%
 120  1320 image     145   123  icc     3   8  jpeg   no      2961  0   201   201 3492B 6.5%
 120  1321 image     216    63  icc     3   8  jpeg   no      2963  0   200   202 3425B 8.4%
 120  1322 image     232    78  icc     3   8  jpeg   no      2965  0   201   202 3031B 5.6%
 120  1323 image     193   128  icc     3   8  jpeg   no      2967  0   200   200 3928B 5.3%
 120  1324 image     231   112  icc     3   8  jpeg   no      2969  0   200   201 5632B 7.3%
 120  1325 smask     231   112  gray    1   8  jpeg   no      2969  0   200   201 2664B  10%
 120  1326 image     157   125  icc     3   8  jpeg   no      2949  0   201   202 4754B 8.1%
 120  1327 image     227    81  icc     3   8  jpeg   no      2951  0   200   201 4938B 9.0%
 121  1328 image     160   130  icc     3   8  jpeg   no      2974  0   201   201 4325B 6.9%
 121  1329 image     136   134  icc     3   8  jpeg   no      2976  0   201   201 6676B  12%
 121  1330 image     232    72  icc     3   8  jpeg   no      2978  0   201   202 4112B 8.2%
 121  1331 image     136   134  icc     3   8  jpeg   no      2976  0   201   201 6676B  12%
