page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
  40   341 image     218   106  icc     3   8  jpx    no       823  0   200   201 6785B 9.8%
  40   342 image     187    91  icc     3   8  jpx    no       825  0   201   201 6474B  13%
  40   343 image     228   129  icc     3   8  jpx    no       827  0   201   200 6923B 7.8%
  40   344 image     219   139  icc     3   8  jpx    no       809  0   200   201 7452B 8.2%
  40   345 smask     219   139  gray    1   8  jpx    no       809  0   200   201 4567B  15%
  41   346 image     229   140  icc     3   8  jpx    no       832  0   200   201 6938B 7.2%
  41   347 image     220   128  icc     3   8  jpx    no       834  0   200   201 6657B 7.9%
  41   348 image     222   131  icc     3   8  jpx    no       836  0   200   201 6895B 7.9%
  41   349 image     231   134  icc     3   8  jpx    no       838  0   201   201 6741B 7.3%
  41   350 image     231   129  icc     3   8  jpx    no       840  0   201   202 7193B 8.0%
  41   351 image     223   130  icc     3   8  jpx    no       842  0   201   201 6765B 7.8%
  41   352 image     214   129  icc     3   8  jpx    no       844  0   200   201 7491B 9.0%
  42   353 image    1660  2124  icc     3   8  jpx    no       849  0   200   200  235K 2.3%
  43   354 image     506  2124  icc     3   8  jpx    no       854  0   200   200 71.6K 2.3%
  44   355 image     117   158  icc     3   8  jpx    no       859  0   201   201 6285B  11%
  44   356 image     160   100  icc     3   8  jpx    no       861  0   200   202 6592B  14%
  44   357 image     147   114  icc     3   8  jpx    no       867  0   201   201 6342B  13%
  44   358 image     121   140  icc     3   8  jpx    no       869  0   201   201 6088B  12%
  44   359 image     164   101  icc     3   8  jpx    no       871  0   201   202 6503B  13%
  44   360 image     147   124  icc     3   8  jpx    no       873  0   201   200 6176B  11%
  44   361 image     118   146  icc     3   8  jpx    no       875  0   200   201 6282B  12%
  44   362 image     178   118  icc     3   8  jpx    no       877  0   200   201 6821B  11%
  44   363 image     126   101  icc     3   8  jpx    no       879  0   201   201 6177B  16%
  44   364 image     104   157  icc     3   8  jpx    no       881  0   201   201 6664B  14%
  44   365 image     165    98  icc     3   8  jpx    no       863  0   201   201 6473B  13%
  44   366 image     165    94  icc     3   8  jpx    no       865  0   201   201 6447B  14%
  45   367 image     111   159  icc     3   8  jpx    no       886  0   200   200 6295B  12%
  45   368 image      94   107  icc     3   8  jpx    no       888  0   201   201 6093B  20%
  45   369 image     101   166  icc     3   8  jpx    no       900  0   200   201 6381B  13%
  45   370 image     111   119  icc     3   8  jpx    no       902  0   202   201 6225B  16%
  45   371 image     160   115  icc     3   8  jpx    no       904  0   201   201 6427B  12%
  45   372 image     103   169  icc     3   8  jpx    no       906  0   201   201 6453B  12%
  45   373 image     117   137  icc     3   8  jpx    no       908  0   201   201 6341B  13%
  45   374 image     180   113  icc     3   8  jpx    no       910  0   201   201 6408B  11%
  45   375 image     177    97  icc     3   8  jpx    no       912  0   201   202 6264B  12%
  45   376 image     128   170  icc     3   8  jpx    no       916  0   201   201 13.8K  22%
  45   377 smask     128   170  gray    1   8  jpx    no       916  0   201   201 3068B  14%
  45   378 image     108   107  icc     3   8  jpx    no       890  0   201   201 6183B  18%
  45   379 image     127   170  icc     3   8  jpx    no       894  0   200   200 12.6K  20%
  45   380 smask     127   170  gray    1   8  jpx    no       894  0   200   200 2737B  13%
  45   381 image     119   137  icc     3   8  jpx    no       898  0   201   201 13.1K  28%
  45   382 smask     119   137  gray    1   8  jpx    no       898  0   201   201 3004B  18%
  46   383 image     171   120  icc     3   8  jpx    no       923  0   201   201 7162B  12%
  46   384 smask     171   120  gray    1   8  jpx    no       923  0   201   201 2941B  14%
  46   385 image     142   166  icc     3   8  jpx    no       927  0   200   201 7403B  10%
  46   386 smask     142   166  gray    1   8  jpx    no       927  0   200   201 2813B  12%
  46   387 image     144   146  icc     3   8  jpx    no       941  0   201   201 7602B  12%
  46   388 smask     144   146  gray    1   8  jpx    no       941  0   201   201 2697B  13%
  46   389 image     143   143  icc     3   8  jpx    no       945  0   201   201 6493B  11%
  46   390 smask     143   143  gray    1   8  jpx    no       945  0   201   201 2605B  13%
  46   391 image     113   111  icc     3   8  jpx    no       949  0   201   201 12.2K  33%
  46   392 smask     113   111  gray    1   8  jpx    no       949  0   201   201 2580B  21%
  46   393 image     118   171  icc     3   8  jpx    no       953  0   200   200 6683B  11%
  46   394 smask     118   171  gray    1   8  jpx    no       953  0   200   200 2882B  14%
  46   395 image     135   127  icc     3   8  jpx    no       957  0   200   200 12.8K  25%
  46   396 smask     135   127  gray    1   8  jpx    no       957  0   200   200 2848B  17%
  46   397 image     181   132  icc     3   8  jpx    no       961  0   200   201 7187B  10%
  46   398 smask     181   132  gray    1   8  jpx    no       961  0   200   201 3099B  13%
  46   399 image     104   159  icc     3   8  jpx    no       965  0   200   200 7293B  15%
  46   400 smask     104   159  gray    1   8  jpx    no       965  0   200   200 2376B  14%
  46   401 image     150   154  icc     3   8  jpx    no       969  0   201   201 7349B  11%
  46   402 smask     150   154  gray    1   8  jpx    no       969  0   201   201 3226B  14%
  46   403 image     160    99  icc     3   8  jpx    no       931  0   201   201 14.4K  31%
  46   404 smask     160    99  gray    1   8  jpx    no       931  0   201   201 3475B  22%
  46   405 image     160    98  icc     3   8  jpx    no       935  0   200   200 6867B  15%
  46   406 smask     160    98  gray    1   8  jpx    no       935  0   200   200 3211B  20%
  46   407 image     135   102  icc     3   8  jpx    no       937  0   200   201 6536B  16%
  47   408 image     125   149  icc     3   8  jpx    no       974  0   201   201 6421B  11%
  47   409 image     122   111  icc     3   8  jpx    no       976  0   201   200 6395B  16%
  47   410 image     104   150  icc     3   8  jpx    no       978  0   200   200 7037B  15%
  47   411 image     102   154  icc     3   8  jpx    no       980  0   200   201 6798B  14%
  47   412 image     161   107  icc     3   8  jpx    no       982  0   200   201 6718B  13%
  47   413 image     159   181  icc     3   8  jpx    no       984  0   201   200 6842B 7.9%
  47   414 image     124   120  icc     3   8  jpx    no       986  0   200   200 6590B  15%
  47   415 image    1658  1002  icc     3   8  jpx    no       988  0   200   200  158K 3.2%
  48   416 image     131   150  icc     3   8  jpx    no       993  0   201   201 7049B  12%
  48   417 image     106   179  icc     3   8  jpx    no       995  0   201   200 7054B  12%
  48   418 image     188   114  icc     3   8  jpx    no      1001  0   200   201 7111B  11%
  48   419 image     175   109  icc     3   8  jpx    no      1003  0   200   201 6762B  12%
  48   420 image      73   173  icc     3   8  jpx    no      1005  0   201   200 6342B  17%
  48   421 image     175   130  icc     3   8  jpx    no      1007  0   200   201 6129B 9.0%
  48   422 image      84   125  icc     3   8  jpx    no      1009  0   201   200 6509B  21%
  48   423 image     164   150  icc     3   8  jpx    no      1011  0   200   201 6415B 8.7%
  48   424 image     111   142  icc     3   8  jpx    no      1013  0   200   200 6700B  14%
  48   425 image     155   137  icc     3   8  jpx    no      1015  0   200   201 6501B  10%
  48   426 image     182   133  icc     3   8  jpx    no       997  0   201   201 6447B 8.9%
  48   427 image     109   165  icc     3   8  jpx    no       999  0   201   200 6262B  12%
  49   428 image      98    99  icc     3   8  jpx    no      1020  0   201   202 6062B  21%
  49   429 image     107   167  icc     3   8  jpx    no      1022  0   200   201 6232B  12%
  49   430 image      98   105  icc     3   8  jpx    no      1032  0   201   202 6076B  20%
  49   431 image     192   126  icc     3   8  jpx    no      1034  0   201   201 6794B 9.4%
  49   432 image     169    98  icc     3   8  jpx    no      4116  0   200   202 6561B  13%
  49   433 image     185   107  icc     3   8  jpx    no      1036  0   200   202 6413B  11%
  49   434 image     114   156  icc     3   8  jpx    no      1038  0   201   201 6781B  13%
  49   435 image      88   155  icc     3   8  jpx    no      1040  0   202   201 6552B  16%
  49   436 image     104   114  icc     3   8  jpx    no      1042  0   200   201 6208B  17%
  49   437 image     105   113  icc     3   8  jpx    no      1044  0   200   202 6191B  17%
  49   438 image     145   148  icc     3   8  jpx    no      1024  0   201   201 7142B  11%
  49   439 smask     145   148  gray    1   8  jpx    no      1024  0   201   201 4214B  20%
  49   440 image     135   124  icc     3   8  jpx    no      1026  0   200   201 6944B  14%
  49   441 smask     135   124  gray    1   8  jpx    no      1026  0   200   201 3741B  22%
  49   442 image     121   166  icc     3   8  jpx    no      1028  0   201   201 7026B  12%
  49   443 smask     121   166  gray    1   8  jpx    no      1028  0   201   201 3926B  20%
  49   444 image     105   108  icc     3   8  jpx    no      1030  0   200   201 6457B  19%
  49   445 smask     105   108  gray    1   8  jpx    no      1030  0   200   201 2960B  26%
  50   446 image     121   111  icc     3   8  jpx    no      1049  0   201   202 6719B  17%
  50   447 smask     121   111  gray    1   8  jpx    no      1049  0   201   202 3397B  25%
  50   448 image     179   140  icc     3   8  jpx    no      1051  0   201   201 19.2K  26%
  50   449 smask     179   140  gray    1   8  jpx    no      1051  0   201   201 4693B  19%
  50   450 image     108   146  icc     3   8  jpx    no      1057  0   201   200 7087B  15%
  50   451 smask     108   146  gray    1   8  jpx    no      1057  0   201   200 3336B  21%
  50   452 image     201   177  icc     3   8  jpx    no      1059  0   201   201 7586B 7.1%
  50   453 smask     201   177  gray    1   8  jpx    no      1059  0   201   201 4179B  12%
  50   454 image     156    99  icc     3   8  jpx    no      1061  0   201   202 14.0K  31%
  50   455 smask     156    99  gray    1   8  jpx    no      1061  0   201   202 3389B  22%
  50   456 image     156    99  icc     3   8  jpx    no      1063  0   201   202 13.0K  29%
  50   457 smask     156    99  gray    1   8  jpx    no      1063  0   201   202 3207B  21%
  50   458 image     126   175  icc     3   8  jpx    no      1065  0   201   201 6565B  10%
  50   459 image     115   130  icc     3   8  jpx    no      1067  0   202   201 6397B  14%
  50   460 image     172   176  icc     3   8  jpx    no      1069  0   201   201 6219B 6.8%
  50   461 image     165   136  icc     3   8  jpx    no      1071  0   201   200 6214B 9.2%
  50   462 image     199   142  icc     3   8  jpx    no      1053  0   200   200 7146B 8.4%
  50   463 image     163   130  icc     3   8  jpx    no      1055  0   201   201 6798B  11%
  51   464 image     163   148  icc     3   8  jpx    no      1076  0   201   200 6870B 9.5%
  51   465 image     200   102  icc     3   8  jpx    no      1078  0   200   202 6270B  10%
  51   466 image     214   146  icc     3   8  jpx    no      1086  0   200   201 6560B 7.0%
  51   467 image     151   150  icc     3   8  jpx    no      1088  0   200   200 6687B 9.8%
  51   468 image     210   139  icc     3   8  jpx    no      1090  0   200   201 6938B 7.9%
  51   469 image     177   139  icc     3   8  jpx    no      1092  0   201   201 6916B 9.4%
  51   470 image     106   157  icc     3   8  jpx    no      1094  0   201   200 6630B  13%
  51   471 image     197   111  icc     3   8  jpx    no      1096  0   200   201 6600B  10%
  51   472 image     190    99  icc     3   8  jpx    no      1098  0   201   201 6359B  11%
  51   473 image     131   192  icc     3   8  jpx    no      1100  0   200   200 6498B 8.6%
  51   474 image     200   134  icc     3   8  jpx    no      1080  0   201   201 6445B 8.0%
  51   475 image     214   136  icc     3   8  jpx    no      1082  0   200   201 6505B 7.5%
  51   476 image     214   129  icc     3   8  jpx    no      1084  0   200   201 6847B 8.3%
  52   477 image     178   127  icc     3   8  jpx    no      1105  0   200   202 6758B  10%
  52   478 image      93   156  icc     3   8  jpx    no      1107  0   200   201 6626B  15%
  52   479 image     123   145  icc     3   8  jpx    no      1117  0   201   200 6560B  12%
  52   480 image     128   150  icc     3   8  jpx    no      1119  0   200   201 6592B  11%
  52   481 image     170   131  icc     3   8  jpx    no      1121  0   200   201 6866B  10%
  52   482 image     199   127  icc     3   8  jpx    no      1123  0   200   200 6665B 8.8%
  52   483 image      92   148  icc     3   8  jpx    no      1125  0   202   201 6549B  16%
  52   484 image     174   108  icc     3   8  jpx    no      1127  0   201   201 6620B  12%
  52   485 image     184   103  icc     3   8  jpx    no      1129  0   200   201 6357B  11%
  52   486 image     121   184  icc     3   8  jpx    no      1133  0   200   201 7165B  11%
  52   487 smask     121   184  gray    1   8  jpx    no      1133  0   200   201 3094B  14%
  52   488 image     127   137  icc     3   8  jpx    no      1111  0   201   200 15.6K  31%
  52   489 smask     127   137  gray    1   8  jpx    no      1111  0   201   200 3477B  20%
  52   490 image     138   193  icc     3   8  jpx    no      1115  0   200   201 7356B 9.2%
  52   491 smask     138   193  gray    1   8  jpx    no      1115  0   200   201 3289B  12%
  53   492 image     213   138  icc     3   8  jpx    no      1140  0   200   201 15.8K  18%
  53   493 smask     213   138  gray    1   8  jpx    no      1140  0   200   201 3348B  11%
  53   494 image     201   136  icc     3   8  jpx    no      1144  0   200   201 7486B 9.1%
  53   495 smask     201   136  gray    1   8  jpx    no      1144  0   200   201 3022B  11%
  53   496 image     101   164  icc     3   8  jpx    no      1152  0   200   201 19.9K  41%
  53   497 smask     101   164  gray    1   8  jpx    no      1152  0   200   201 3201B  19%
  53   498 image     159    93  icc     3   8  jpx    no      1156  0   201   202 6947B  16%
  53   499 smask     159    93  gray    1   8  jpx    no      1156  0   201   202 3124B  21%
  53   500 image     192   104  icc     3   8  jpx    no      1160  0   201   201 6925B  12%
  53   501 smask     192   104  gray    1   8  jpx    no      1160  0   201   201 3468B  17%
  53   502 image     108   142  icc     3   8  jpx    no      1164  0   200   201 13.7K  30%
  53   503 smask     108   142  gray    1   8  jpx    no      1164  0   200   201 2802B  18%
  53   504 image     129   125  icc     3   8  jpx    no      1168  0   201   200 13.1K  28%
  53   505 smask     129   125  gray    1   8  jpx    no      1168  0   201   200 2765B  17%
  53   506 image     102   179  icc     3   8  jpx    no      1172  0   201   200 6935B  13%
  53   507 smask     102   179  gray    1   8  jpx    no      1172  0   201   200 3076B  17%
  53   508 image     166   158  icc     3   8  jpx    no      1176  0   201   201 7359B 9.4%
  53   509 smask     166   158  gray    1   8  jpx    no      1176  0   201   201 3687B  14%
  53   510 image     189   124  icc     3   8  jpx    no      1180  0   201   201 18.9K  28%
  53   511 smask     189   124  gray    1   8  jpx    no      1180  0   201   201 4082B  17%
  53   512 image     126   191  icc     3   8  jpx    no      1148  0   201   200 21.8K  31%
  53   513 smask     126   191  gray    1   8  jpx    no      1148  0   201   200 4027B  17%
  54   514 image    1660  1970  icc     3   8  jpx    no      1185  0   200   200  354K 3.7%
  55   515 image     607  1970  icc     3   8  jpx    no      1190  0   200   200  146K 4.2%
  56   516 image     212    58  icc     3   8  jpx    no      1197  0   200   203 12.8K  36%
  56   517 smask     212    58  gray    1   8  jpx    no      1197  0   200   203 2771B  23%
  56   518 image     219    66  icc     3   8  jpx    no      1199  0   201   201 6702B  15%
  56   519 image     225    70  icc     3   8  jpx    no      1209  0   200   202 14.3K  31%
  56   520 smask     225    70  gray    1   8  jpx    no      1209  0   200   202 2969B  19%
  56   521 image     226    87  icc     3   8  jpx    no      1213  0   200   202 7086B  12%
  56   522 smask     226    87  gray    1   8  jpx    no      1213  0   200   202  317B 1.6%
  56   523 image     130   161  icc     3   8  jpx    no      1217  0   201   201 7259B  12%
  56   524 smask     130   161  gray    1   8  jpx    no      1217  0   201   201 2265B  11%
  56   525 image     163   131  icc     3   8  jpx    no      1219  0   201   201 7624B  12%
  56   526 image     204    63  icc     3   8  jpx    no      1221  0   200   201 6407B  17%
  56   527 image     226    84  icc     3   8  jpx    no      1225  0   200   201 12.7K  23%
  56   528 smask     226    84  gray    1   8  jpx    no      1225  0   200   201 2852B  15%
  56   529 image     183    75  icc     3   8  jpx    no      1229  0   201   200 7099B  17%
  56   530 smask     183    75  gray    1   8  jpx    no      1229  0   201   200 2907B  21%
  56   531 image     224    66  icc     3   8  jpx    no      1233  0   201   200 12.3K  28%
  56   532 smask     224    66  gray    1   8  jpx    no      1233  0   201   200 2774B  19%
  56   533 image     190    78  icc     3   8  jpx    no      1203  0   201   202 7083B  16%
  56   534 smask     190    78  gray    1   8  jpx    no      1203  0   201   202 2878B  19%
  56   535 image     227    81  icc     3   8  jpx    no      1205  0   200   201 7008B  13%
  57   536 image     167   133  icc     3   8  jpx    no      1238  0   200   201 7049B  11%
  57   537 image     102   102  icc     3   8  jpx    no      1242  0   201   201 6901B  22%
  57   538 smask     102   102  gray    1   8  jpx    no      1242  0   201   201 1016B 9.8%
  57   539 image     209    92  icc     3   8  jpx    no      1252  0   201   201 6678B  12%
  57   540 image     102   102  icc     3   8  jpx    no      1242  0   201   201 6901B  22%
  57   541 smask     102   102  gray    1   8  jpx    no      1242  0   201   201 1016B 9.8%
  57   542 image      90    90  icc     3   8  jpx    no      1256  0   201   202 6589B  27%
  57   543 smask      90    90  gray    1   8  jpx    no      1256  0   201   202  955B  12%
  57   544 image     153    97  icc     3   8  jpx    no      1258  0   201   202 7033B  16%
  57   545 image     219    85  icc     3   8  jpx    no      1262  0   201   200 15.6K  29%
  57   546 smask     219    85  gray    1   8  jpx    no      1262  0   201   200 3430B  18%
  57   547 image     212    84  icc     3   8  jpx    no      1266  0   201   202 16.2K  31%
  57   548 smask     212    84  gray    1   8  jpx    no      1266  0   201   202 3304B  19%
  57   549 image     214    81  icc     3   8  jpx    no      1270  0   201   202 14.0K  28%
  57   550 smask     214    81  gray    1   8  jpx    no      1270  0   201   202 3094B  18%
  57   551 image     210    89  icc     3   8  jpx    no      1274  0   201   201 15.9K  29%
  57   552 smask     210    89  gray    1   8  jpx    no      1274  0   201   201 3175B  17%
  57   553 image     200   119  icc     3   8  jpx    no      1246  0   201   201 7837B  11%
  57   554 smask     200   119  gray    1   8  jpx    no      1246  0   201   201 3893B  16%
  57   555 image     147   126  icc     3   8  jpx    no      1250  0   200   200 16.3K  30%
  57   556 smask     147   126  gray    1   8  jpx    no      1250  0   200   200 3667B  20%
  58   557 image     144   132  icc     3   8  jpx    no      1279  0   200   201 6972B  12%
  58   558 image     155   152  icc     3   8  jpx    no      1281  0   201   201 6543B 9.3%
  58   559 image     192   113  icc     3   8  jpx    no      1291  0   200   200 7045B  11%
  58   560 smask     192   113  gray    1   8  jpx    no      1291  0   200   200 3582B  17%
  58   561 image     195   136  icc     3   8  jpx    no      1295  0   201   201 8310B  10%
  58   562 smask     195   136  gray    1   8  jpx    no      1295  0   201   201 3131B  12%
  58   563 image     157   142  icc     3   8  jpx    no      1299  0   201   201 8176B  12%
  58   564 smask     157   142  gray    1   8  jpx    no      1299  0   201   201 3054B  14%
  58   565 image     150   123  icc     3   8  jpx    no      1301  0   201   201 6599B  12%
  58   566 image     147   127  icc     3   8  jpx    no      1305  0   201   200 7465B  13%
  58   567 smask     147   127  gray    1   8  jpx    no      1305  0   201   200 3282B  18%
  58   568 image     166   125  icc     3   8  jpx    no      1309  0   200   201 6979B  11%
  58   569 smask     166   125  gray    1   8  jpx    no      1309  0   200   201 3716B  18%
  58   570 image     178    84  icc     3   8  jpx    no      1313  0   200   201 6881B  15%
  58   571 smask     178    84  gray    1   8  jpx    no      1313  0   200   201 2795B  19%
  58   572 image     178    84  icc     3   8  jpx    no      1317  0   200   201 6843B  15%
  58   573 smask     178    84  gray    1   8  jpx    no      1317  0   200   201 2793B  19%
  58   574 image      79   196  icc     3   8  jpx    no      1283  0   201   200 6481B  14%
  58   575 image     118   138  icc     3   8  jpx    no      1287  0   200   201 7381B  15%
  58   576 smask     118   138  gray    1   8  jpx    no      1287  0   200   201 2169B  13%
  59   577 image     141   129  icc     3   8  jpx    no      1324  0   201   201 7368B  14%
  59   578 smask     141   129  gray    1   8  jpx    no      1324  0   201   201 3034B  17%
  59   579 image      92   143  icc     3   8  jpx    no      1326  0   202   201 6628B  17%
  59   580 image      76   162  icc     3   8  jpx    no      1328  0   201   200 6707B  18%
  59   581 image      86   144  icc     3   8  jpx    no      1332  0   201   201 6595B  18%
  59   582 smask      86   144  gray    1   8  jpx    no      1332  0   201   201 2566B  21%
  59   583 image     126   150  icc     3   8  jpx    no      1334  0   200   201 6276B  11%
  59   584 image      92   159  icc     3   8  jpx    no      1338  0   201   200 6504B  15%
  59   585 smask      92   159  gray    1   8  jpx    no      1338  0   201   200 2592B  18%
  59   586 image     100   162  icc     3   8  jpx    no      1342  0   201   201 6551B  13%
  59   587 smask     100   162  gray    1   8  jpx    no      1342  0   201   201 2776B  17%
  59   588 image     131   177  icc     3   8  jpx    no      1346  0   201   201 6574B 9.5%
  59   589 smask     131   177  gray    1   8  jpx    no      1346  0   201   201 2847B  12%
  59   590 image      92   149  icc     3   8  jpx    no      1350  0   202   201 6563B  16%
  59   591 smask      92   149  gray    1   8  jpx    no      1350  0   202   201 2510B  18%
  59   592 image     114   168  icc     3   8  jpx    no      1354  0   200   200 6701B  12%
  59   593 smask     114   168  gray    1   8  jpx    no      1354  0   200   200 3092B  16%
  60   594 image    1660  1396  icc     3   8  jpx    no      1359  0   200   200  281K 4.1%
  60   595 image     227   103  icc     3   8  jpx    no      1361  0   200   201 7427B  11%
  60   596 image     221   103  icc     3   8  jpx    no      1363  0   201   201 8384B  12%
  60   597 image     226    86  icc     3   8  jpx    no      1365  0   200   201 6612B  11%
  60   598 image     227    88  icc     3   8  jpx    no      4118  0   200   201 6874B  11%
  61   599 image     227    88  icc     3   8  jpx    no      4118  0   200   201 6874B  11%
  61   600 image     217    89  icc     3   8  jpx    no      1372  0   200   201 7437B  13%
  61   601 smask     217    89  gray    1   8  jpx    no      1372  0   200   201 2936B  15%
  61   602 image     187    84  icc     3   8  jpx    no      1378  0   201   202 7301B  15%
  61   603 smask     187    84  gray    1   8  jpx    no      1378  0   201   202 2670B  17%
  61   604 image     192    93  icc     3   8  jpx    no      1382  0   201   200 7263B  14%
  61   605 smask     192    93  gray    1   8  jpx    no      1382  0   201   200 2637B  15%
  61   606 image     227    98  icc     3   8  jpx    no      1386  0   200   202 7605B  11%
  61   607 smask     227    98  gray    1   8  jpx    no      1386  0   200   202 3552B  16%
  61   608 image     227   103  icc     3   8  jpx    no      1390  0   201   201 7975B  11%
  61   609 smask     227   103  gray    1   8  jpx    no      1390  0   201   201 3792B  16%
  61   610 image     195    92  icc     3   8  jpx    no      1394  0   200   202 7591B  14%
  61   611 smask     195    92  gray    1   8  jpx    no      1394  0   200   202 3418B  19%
  61   612 image     107   112  icc     3   8  jpx    no      1396  0   200   201 7083B  20%
  61   613 image      99   149  icc     3   8  jpx    no      1398  0   200   200 6566B  15%
  61   614 image     132   124  icc     3   8  jpx    no      1400  0   201   200 6653B  14%
  61   615 image     123   128  icc     3   8  jpx    no      1374  0   200   201 6510B  14%
  62   616 image     132   156  icc     3   8  jpx    no      1407  0   201   201 8465B  14%
  62   617 smask     132   156  gray    1   8  jpx    no      1407  0   201   201 3309B  16%
  62   618 image     123   136  icc     3   8  jpx    no      1411  0   201   201 9029B  18%
  62   619 smask     123   136  gray    1   8  jpx    no      1411  0   201   201 3945B  24%
  62   620 image      86   142  icc     3   8  jpx    no      1413  0   202   200 7457B  20%
  62   621 image     111   172  icc     3   8  jpx    no      1417  0   201   200 7421B  13%
  62   622 smask     111   172  gray    1   8  jpx    no      1417  0   201   200 2819B  15%
  62   623 image     149   101  icc     3   8  jpx    no      1419  0   200   200 7546B  17%
  62   624 image     174   106  icc     3   8  jpx    no      1421  0   200   201 7810B  14%
  62   625 image     174   109  icc     3   8  jpx    no      1423  0   201   201 7545B  13%
  62   626 image     186   167  icc     3   8  jpx    no      1427  0   200   200 7476B 8.0%
  62   627 smask     186   167  gray    1   8  jpx    no      1427  0   200   200 3548B  11%
  62   628 image      70   134  icc     3   8  jpx    no      1429  0   200   200 5900B  21%
  62   629 image     218    73  icc     3   8  jpx    no      1431  0   200   203 6296B  13%
  63   630 image      66   137  icc     3   8  jpx    no      1436  0   202   200 5842B  22%
  63   631 image     181   103  icc     3   8  jpx    no      1438  0   201   201 6047B  11%
  63   632 image      68   148  icc     3   8  jpx    no      1444  0   200   200 5911B  20%
  63   633 image     194   102  icc     3   8  jpx    no      1446  0   200   201 6222B  10%
  63   634 image     145    91  icc     3   8  jpx    no      1450  0   201   202 11.1K  29%
  63   635 smask     145    91  gray    1   8  jpx    no      1450  0   201   202 2863B  22%
  63   636 image     200   135  icc     3   8  jpx    no      1452  0   200   201 6076B 7.5%
  63   637 image     164    96  icc     3   8  jpx    no      1456  0   201   202 6791B  14%
  63   638 smask     164    96  gray    1   8  jpx    no      1456  0   201   202 3134B  20%
  63   639 image      82   107  icc     3   8  jpx    no      1460  0   201   201 6186B  24%
  63   640 smask      82   107  gray    1   8  jpx    no      1460  0   201   201 2128B  24%
  63   641 image     118   118  icc     3   8  jpx    no      1462  0   201   201 6433B  15%
  63   642 image     144   134  icc     3   8  jpx    no      1466  0   201   200 7259B  13%
  63   643 smask     144   134  gray    1   8  jpx    no      1466  0   201   200 3081B  16%
  63   644 image      68   266  icc     3   8  jpx    no      1442  0   203   200 12.6K  24%
  63   645 smask      68   266  gray    1   8  jpx    no      1442  0   203   200 2957B  16%
  64   646 image     209   116  icc     3   8  jpx    no      1471  0   201   201 7692B  11%
  64   647 image     160   118  icc     3   8  jpx    no      1475  0   201   201 7261B  13%
  64   648 smask     160   118  gray    1   8  jpx    no      1475  0   201   201 3336B  18%
  64   649 image     164    95  icc     3   8  jpx    no      1487  0   200   202 6984B  15%
  64   650 smask     164    95  gray    1   8  jpx    no      1487  0   200   202 2663B  17%
  64   651 image     176   112  icc     3   8  jpx    no      1489  0   201   201 6628B  11%
  64   652 image     182    80  icc     3   8  jpx    no      1491  0   201   202 6498B  15%
  64   653 image     189   114  icc     3   8  jpx    no      1493  0   200   201 6485B  10%
  64   654 image     201   109  icc     3   8  jpx    no      1495  0   201   201 6386B 9.7%
  64   655 image     173   116  icc     3   8  jpx    no      1499  0   200   201 15.8K  27%
  64   656 smask     173   116  gray    1   8  jpx    no      1499  0   200   201 3714B  19%
  64   657 image     155   142  icc     3   8  jpx    no      1501  0   200   201 6539B  10%
  64   658 image     169    98  icc     3   8  jpx    no      4116  0   200   202 6561B  13%
  64   659 image     188   115  icc     3   8  jpx    no      1477  0   200   201 7126B  11%
  64   660 image     172   123  icc     3   8  jpx    no      1479  0   201   200 6358B  10%
  64   661 image     168   116  icc     3   8  jpx    no      1483  0   200   200 7047B  12%
  64   662 smask     168   116  gray    1   8  jpx    no      1483  0   200   200 3359B  17%
  65   663 image     185   107  icc     3   8  jpx    no      1506  0   200   202 6417B  11%
  65   664 image     197   105  icc     3   8  jpx    no      1508  0   200   201 6584B  11%
  65   665 image     174   105  icc     3   8  jpx    no      1512  0   201   201 6604B  12%
  65   666 image     175   115  icc     3   8  jpx    no      1514  0   200   200 6749B  11%
  65   667 image     204   112  icc     3   8  jpx    no      1518  0   201   200 7604B  11%
  65   668 smask     204   112  gray    1   8  jpx    no      1518  0   201   200 3807B  17%
  65   669 image     184    97  icc     3   8  jpx    no      1522  0   201   201 6709B  13%
  65   670 smask     184    97  gray    1   8  jpx    no      1522  0   201   201 3024B  17%
  65   671 image     194    91  icc     3   8  jpx    no      1524  0   201   201 6386B  12%
  65   672 image     190   101  icc     3   8  jpx    no      1526  0   201   202 6289B  11%
  65   673 image     184   100  icc     3   8  jpx    no      1528  0   200   201 6351B  12%
  65   674 image     202   335  icc     3   8  jpx    no      1532  0   200   200 26.4K  13%
  65   675 smask     202   335  gray    1   8  jpx    no      1532  0   200   200 8000B  12%
  65   676 image     180   368  icc     3   8  jpx    no      1510  0   200   200 18.4K 9.5%
  66   677 image    1660  1513  icc     3   8  jpx    no      1537  0   200   200  339K 4.6%
  67   678 image    1660  1513  icc     3   8  jpx    no      1542  0   200   200  352K 4.8%
  68   679 image     207   185  icc     3   8  jpx    no      1549  0   201   201 8790B 7.7%
  68   680 smask     207   185  gray    1   8  jpx    no      1549  0   201   201 4270B  11%
  68   681 image     222   186  icc     3   8  jpx    no      1553  0   200   200 9124B 7.4%
  68   682 smask     222   186  gray    1   8  jpx    no      1553  0   200   200 4338B  11%
  68   683 image     183   156  icc     3   8  jpx    no      1569  0   201   201 7901B 9.2%
  68   684 image     205   115  icc     3   8  jpx    no      1571  0   200   201 8086B  11%
  68   685 image     205   114  icc     3   8  jpx    no      1573  0   200   201 7797B  11%
